Sample,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-63,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-64,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-65,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-66,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-56,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-57,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-62,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-50,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-52,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-59,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-60,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-61,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-55,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-67,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-20,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-22,F+AC0-MSUB+AC0-WOOD+AC0-SAB+AC0-28,L+AC0-CBRA+AC0-BARK+AC0-BOJ+AC0-02,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-01,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-11,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-12,L+AC0-CFUR+AC0-WOOD+AC0-BOJ+AC0-15,L+AC0-CSTE+AC0-BARK+AC0-UKN+AC0-42,L+AC0-CSTE+AC0-WOOD+AC0-EPB+AC0-39,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-06,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-08,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-21,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-36,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-46,L+AC0-CTRI+AC0-WOOD+AC0-BOJ+AC0-26
pos6507,260868,117181,19163,10624,0,11911,0,29717,264410,94143,168062,90099,15034,74964,983109,1195697,1483197,562903,947480,464273,1135026,1340786,166725,24091,218946,152870,233104,128440,449358,676458
pos6508,0,0,0,0,59784,0,35468,42553,9580,0,0,0,15871,0,4100886,7968738,2362599,275805,491405,880701,806293,1088611,2556423,1783273,5596423,1353027,2308258,3124924,3929263,545941
pos6512,22060,18486,0,23903,0,19549,0,41095,37512,18776,0,38569,19816,0,577690,169276,27396,16057,0,6206,6159,14015,6967,0,6999,16279,13840,6327,7562,17046
pos6513,9695,44937,66907,68796,615173,64333,22612,94324,40760,99385,142088,184410,119387,172558,4310311,5106335,1756164,180940,858639,574350,1995277,707922,1836861,1981406,3570992,887303,2101205,2152981,3958744,1824460
pos6515,69762,267295,49996,66156,57459,96985,55701,80312,47766,67972,111548,139812,74052,125166,373712,186564,280398,92279,287259,330230,383000,232474,663553,567877,1050343,374825,723287,1021338,925706,216030
pos6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414546,147397,95344,9196,0,0,0,0,316684,129673,769477,214015,22308,5874954,52217,2212174
pos6517,0,0,0,0,0,0,0,46156,0,0,0,0,0,0,2278832,958801,400445,18479,43540,267412,35638,24559,25945,336954,634045,203495,265335,384855,534645,0
pos6518,0,8037,8527,3304,191090,249953,6496,69795,0,6199,26107,8600,567047,9353,3509490,2660183,1408446,236076,343221,148883,182524,578724,1486650,718464,421616,212665,378866,208296,421676,1173743
pos6525,8358,0,7676,0,48825,12276,9152,20011,7973,12431,14499,14215,25721,10177,1368440,353692,57727,58739,435121,173326,128260,191605,163187,84779,745325,103022,432471,263922,563135,1570000
pos6527,0,0,18675,29360,0,0,0,18936,0,0,0,0,0,0,316368,88018,6987,8885,4686,7734,4478,5151,10543,0,0,4778,0,5346,0,4621
pos6528,0,31386,24560,36435,355858,203840,36671,151230,47253,74468,47537,176774,1974030,95319,2345712,7238470,773157,568780,747094,390100,457683,2723398,1847035,1950995,482141,282466,483600,288698,420255,1943336
pos6533,20254,13200,7914,0,0,0,11274,0,0,20720,0,28751,0,0,79832,817153,13389,7211,482965,12839,26426,22672,47044,33317,32779,31356,31020,114659,58218,1619601
pos6534,0,66251,112506,36305,508998,413329,277329,41833,51339,47906,58638,64315,1191494,52501,2289555,6432414,1676096,841526,7144281,1789639,1179384,1982259,2555063,3318147,1488215,564051,1917323,2138961,2040253,2076076
pos6535,0,9571,22046,286231,15553,117888,21544,42926,2050219,29711,112381,72452,17525,548546,2253359,2068920,936299,338035,342582,872220,413380,1608786,1276989,593151,925517,522701,771832,627243,928733,1894246
pos6536,0,0,0,0,8942,20580,0,7274,0,0,0,0,99621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4434,0,0
pos6539,1119088,1942817,691061,623144,14435817,330671,651473,1187316,980952,637178,274764,143736,1176859,3721713,2189850,1421225,1211410,733945,854774,257334,657367,2378582,4161634,2807095,8352954,1447136,602940,4248264,7688887,3721022
pos6541,0,0,0,0,0,0,0,24281,0,8403,0,13268,0,0,2342617,1891208,1099314,54211,136589,30195,86842,181885,643092,579410,520797,156300,304206,166608,283895,1154450
pos6542,0,121989,81058,67954,0,107866,279191,556441,0,0,213757,475869,141592,0,2106855,3747428,354598,219147,616299,540807,757952,339098,1389750,1133386,1665038,446492,828886,1219580,1502658,1138076
pos6543,66534,99845,15840,19164,96728,70920,20601,18602,38267,84626,165775,363869,132405,49599,2552275,1126345,450529,455977,166883,137678,251403,2157264,1378079,2393321,5384289,477086,325843,2348916,3178544,4312664
pos6544,151630,151527,0,169492,0,0,105807,339509,283698,102678,416763,132173,1648597,106218,565659,482499,430503,143739,366182,332606,638511,457306,510491,149412,2986141,850504,942891,2975323,3281913,493947
pos6545,0,0,0,0,0,0,4822,42352,0,0,0,0,12691,0,6436108,1531798,485823,20314,159440,399107,142677,80948,580860,587674,2635063,670204,1061699,910423,3432822,65895
pos6546,20358,0,30290,0,0,60995,41516,257469,8083,19974,65913,98979,47084,13762,4590023,2313322,821871,144555,656071,490933,816705,1504687,1289971,305024,2963729,559769,1550207,1440719,2696207,790817
pos6548,0,0,0,0,0,0,0,16053,0,0,0,0,0,0,20386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos6550,73687,85153,82797,43384,97224,84793,206791,144119,164082,33388,434694,300941,2486107,88084,713385,1437860,295114,115909,474546,535324,841687,380263,843356,521049,1756134,658437,1001725,1990801,1621450,542187
pos6551,0,13475,5778,0,1644750,108737,138099,203068,10321,7243,13588,10297,72610,0,1326339,2027126,793015,150388,910455,216648,463501,2979293,2302426,3350858,324946,123000,499868,527255,975764,1434591
pos6559,0,22597,51946,22742,172078,142131,27093,167145,10885,47764,27321,93043,173880,43221,2168052,1497656,715537,882460,3116941,634505,1262837,3645554,2531368,2000294,3298860,410635,1255168,1059809,4669122,4321305
pos6561,0,0,0,0,0,0,0,8285,0,9656,19876,0,0,0,0,16071,0,0,7765,0,254681,0,0,0,0,0,0,0,0,0
pos6562,0,0,0,0,9260,12162,10518,12408,0,0,41976,72654,0,0,105276,42687,8619,860540,55434,98707,33402,1002094,22841,27704,810873,270503,469171,920432,498772,76084
pos6566,0,0,0,0,0,0,0,16314,0,0,0,0,0,0,3159763,1992040,895331,31904,395759,258952,196279,149753,277883,219834,758213,258775,367218,247674,470212,170839
pos6567,62471,676545,471749,124710,27009,41371,51306,43351,129553,291424,243524,594826,43508,124275,2439225,801979,636189,859315,394110,1723227,1365453,3145284,653893,737052,2669050,593431,558950,1164097,2113510,1422745
pos6568,0,0,0,0,0,0,0,8252,0,0,0,0,0,0,111505,502396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos6569,259767,2026281,81058,90404,0,76387,533250,87134,0,0,113457,232432,74840,0,1782667,5015673,374389,317896,491980,319910,757952,510884,2265087,1447373,1858501,277739,643091,1222876,1025449,1984194
pos6574,0,0,0,0,0,0,76469,0,71637,0,196406,111376,0,0,1411530,913153,35477,1190646,22282996,3812566,14262879,308868,11199783,1816391,22902385,17586197,19986410,22916598,25451578,312234
pos6579,69618,111452,64839,28627,2099709,1016697,503860,240827,0,33488,48194,60309,6187881,76565,1235929,1992957,511122,326524,1389018,373500,420578,1269187,3339752,2137786,2616564,814819,1812124,2802762,3586941,2079089
pos6580,0,0,0,0,0,0,22419,13603,6268,0,210073,194697,0,744252,2683122,1914774,1313158,104036,151044,50449,86478,367719,905809,550215,361532,159575,179000,111659,309610,844558
pos6581,6898,65370,0,0,4018324,466131,55564,8926,0,0,38403,49651,46877,0,878244,115093,46177,79132,200884,49707,179251,274344,379102,731834,167945,1727603,696505,158566,128974,594201
pos6590,0,0,0,0,0,10499,0,9994,11323,0,0,43049,1058964,0,5747937,3857317,1278174,81772,492529,305938,206812,303608,406595,1460361,828109,496949,539186,516719,952610,483837
pos6591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501762,691558,68452,454455,4833394,2760577,3866468,135021,306568,519250,7361309,8352325,6475723,5064499,9635195,95916
pos6594,12883,91156,0,0,0,13597,0,15552,0,0,130502,0,0,11404,1430297,2726949,517229,1096338,958404,1345978,844622,636179,761505,317859,2719391,1278401,2023574,14779119,834596,226204
pos6595,72845,82803,1124996,464805,448836,815677,281915,287729,566313,682170,482430,1254498,1244881,902542,2357603,2829644,728452,903667,1357383,435753,546088,1770851,1580242,2047343,1385615,418152,698759,1214392,831840,1154373
pos6597,47516,0,0,0,28982,226548,0,50156,0,0,0,114203,108402,33096,2419921,415267,327362,77084,119715,101583,329756,69301,243212,88061,970432,302927,458861,658928,849526,149840
pos6598,0,0,7493,0,0,0,0,180652,0,5149,18360,15251,33471,0,2815719,2410863,1093781,102487,397880,381940,274578,315071,3228657,812437,1166304,359524,575844,317642,976434,198961
pos6599,73466,190967,327227,233416,0,340168,152409,161462,422083,494317,487813,135291,85709,211406,2358388,9654116,315048,236818,764460,523172,571514,1405160,1167112,1009433,662423,264816,532780,841159,494838,1534554
pos6602,0,0,8256,0,0,0,0,28845,5818,11198,14745,41731,27950,43425,2867079,2722362,805122,150330,553973,146063,224629,490918,1594512,879582,602716,188691,487400,259312,959416,701834
pos6606,0,5132,0,0,12676,0,355912,196407,49413,7399,0,0,30936,0,2005367,2088162,471250,57134,568974,309999,109031,215171,1143009,1411441,1932141,2103821,429955,3176111,2539630,321275
pos6610,0,0,8256,0,0,0,0,28845,0,11198,14745,41731,27950,43425,2867079,2295492,1063974,195624,252303,165007,212118,599837,1432858,708745,550256,206319,513533,299287,789574,955348
pos6619,48965,61323,0,0,0,0,0,0,29560,12689,7465,9990,0,8654,2710850,3070455,343622,89120,362705,426141,766890,622286,1671991,396349,2954552,1466234,2161219,2002502,1093728,612104
pos6621,0,0,0,0,0,0,0,0,0,0,45159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos6622,0,0,0,0,33952,0,0,1494584,11189,0,174397,89196,0,0,10064649,21617682,190030,1049364,8876190,4327900,9751197,138166,816648,831428,14254666,5249125,8124378,4443528,4806057,563523
pos6625,0,0,10073,0,17477,0,168761,10550,0,15920,0,14859,22833,0,5163657,2343904,1113508,354109,1243119,489882,535989,2260536,710946,883831,247179,333370,758838,162443,366423,959550
pos6631,0,0,0,0,0,0,0,0,0,0,8639,15382,0,0,7130323,3688248,947801,1035308,1344629,1059440,732372,500949,913918,434939,1430118,1337563,1375877,3103214,2902412,598865
pos6634,5848,0,5543,0,42889,11441,138247,11077,0,0,7468,9967,282832,0,931397,1252324,322903,154509,694921,218670,211731,945781,1299600,3045325,1004889,149475,484280,383979,735318,1915155
pos6637,0,0,9032,0,87357,171375,0,92006,6343,0,807577,629642,597167,41626,2680546,1885026,625318,103408,384974,137986,310495,761902,820052,766503,434172,136028,184879,129435,387021,1109277
pos6640,454813,1723560,44374,60339,163542,1141627,1875915,150940,34100,27589,36776,34170,54224,120206,295099,2894149,906772,139539,87385,169803,319594,778231,188204,231686,119657,76091,122553,125364,125051,270543
pos6641,54120,1116971,795002,115660,9769624,15101635,345052,4988377,4300370,371273,170733,157246,34540782,121262,2720027,3107409,1515523,323695,492227,433735,448111,457627,1566487,2122231,654135,390642,515189,1229987,682077,1360550
pos6644,32680,50380,316835,188361,114100,50233,163520,76961,145225,273151,1003951,422522,231531,442901,4065172,6809479,656675,400502,1155560,591026,783848,1363282,1544122,602966,2082792,1004184,1193502,1986466,1140378,1111118
pos6651,0,0,0,0,0,0,0,15471,0,0,0,0,0,0,2196584,1735194,592141,207910,332685,94833,551147,1507913,1505951,1334715,881519,119762,294006,306578,858430,2041917
pos6652,0,0,0,0,0,0,11395,33347,0,0,0,0,0,0,1890519,4853892,1706417,118654,219401,112458,238430,347071,221076,504657,691220,243862,413609,176837,549550,391967
pos6655,87533,72879,96598,66891,69585,243777,292789,51623,87925,100985,206464,154990,53952,190796,1378565,1430457,401301,256164,2115232,643238,770813,718207,1317994,454074,2357220,879705,988147,1629973,2695560,1152233
pos6656,0,0,0,0,0,0,0,8484,0,0,0,0,0,0,0,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos6658,22834,8366,226442,161786,57056,165198,68328,454361,402176,82883,281124,211082,72969,445811,2806047,2521636,1061004,337504,1284217,744939,1012551,4239786,869040,673571,1570359,418043,512152,1550352,1750255,1468747
pos6661,34652,10881,53532,45790,62731,34321,100266,61975,29759,33747,28595,8888,201517,276094,1579083,912357,479120,1003586,579947,144468,462537,803298,1408691,2437027,621770,293812,221482,399707,1101970,1291663
pos6662,0,0,0,0,0,0,0,13852,0,0,0,6157,0,13838,694674,280804,292321,13896,47110,16196,44614,151766,268161,116198,212970,42031,54412,175948,176273,320371
pos6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6571,0,0,0,0,0,4749,0,0,0,44762,0,0,0,0,0
pos6670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396516,80957,609000,0,0,18397,243766,239905,333294,389223,494276,0
pos6684,20205,7839,11858,9018,193248,171695,33225,854677,12263,7711,63297,55743,195001,8691,6496197,1611036,780801,353133,679297,262693,338256,1284397,1693281,2109754,1041717,348122,767044,780327,862243,1012292
pos6685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648257,1589133,1114578,1785002,1322792,101614,760395,1072681,54273,13700,0,40911,55480,0,0,137909
pos6686,0,46356,0,0,46772,0,0,0,0,0,40060,0,0,0,4079722,2784743,272573,119263,301170,94007,246932,63231,1112911,417927,147291,146258,142915,62636,205414,91265
pos6688,0,0,0,0,64164,354831,0,925781,0,0,0,0,6099392,18013,174373,0,0,0,0,0,0,167952,0,0,0,0,0,0,0,153478
pos6691,0,12227,0,0,8273,13214,246866,0,0,0,18402,33931,0,7885,639865,107988,32580,377167,115459,258756,252903,198399,467127,1655310,138156,881711,488750,286900,208722,288432
pos6695,114341,37883,103744,103345,330421,273287,124995,846500,68173,212012,72587,74484,1336083,108492,3055104,804650,133914,164624,471525,162075,281644,672461,420437,1123722,690524,455460,388667,467226,665077,352971
pos6696,18672,20165,27233,8011,0,90343,204936,86297,70962,29287,306389,184458,24448,0,6197638,10176144,1058210,355262,2002040,1122800,1490128,819839,83372,261430,170601,2124489,643719,182057,3900586,75264
pos6699,30488,552056,0,0,28133,0,0,38883,17705,30238,22504,21681,0,28205,53166,294646,0,0,0,0,0,0,0,0,0,0,8612,0,0,0
pos6700,3912,8523,0,0,48374,0,9133,10607,0,0,5578,0,203520,5505,99027,191247,11968,14921,2165506,16858,60825,34093,194756,279197,23521,15475,168205,13993,24090,2107405
pos6704,81945,45134,74662,0,60092,116717,219959,328403,189147,79210,164490,126162,109172,222867,1870268,1615922,675393,342010,668804,449035,343337,1309184,1350931,706325,1348187,373003,1432897,1874376,1368216,1371450
pos6709,0,0,0,8555,0,17163,0,8243,50216,41666,945821,74478,0,0,1019807,428368,155562,653615,353224,78636,438073,709633,7358,14928,15261,0,0,0,6885,230411
pos6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos6718,87329,0,16212,8579,45627,22052,2549227,46267,0,0,0,15591,231129,22574,1709027,320130,237680,618068,391310,359571,193343,1367029,742504,1252096,39435,103871,149202,52782,53438,187392
pos6728,0,0,0,0,438174,0,10263,0,0,0,0,6858,18086,0,4421576,3022848,1206066,310174,832318,1432807,794390,1773520,1820125,2607145,10641481,1108535,2379389,4330430,7743277,603375
pos6737,0,0,9032,0,7107,0,7606,92006,6343,5207,28798,7278,597167,41626,3029233,2882882,1937045,139296,345948,166551,300306,650584,1142114,785331,403925,196726,184879,109567,387021,1699856
pos6743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9255887,4501645,785198,568786,2469175,967528,848872,115905,1430408,561683,2929588,2270378,1313597,5469024,5118577,699816
pos6744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12228,0,0,17232,692878,229343,853365,7774,47597,0,1347079,1635777,821328,394578,340698,0
pos6745,0,16988,15930,68316,0,0,0,472927,0,69134,51398,11540,0,0,0,874819,9867,338921,22986,362937,1422628,7927,774833,0,3412408,23273,13398,26295,0,1745971
pos6746,50966,0,0,0,0,227192,0,86256,68165,0,263981,218174,82697,0,3447787,2488449,585187,896600,2021463,907072,1948338,459486,458615,744995,2463888,1282237,2265390,3441618,2777900,450758
pos6749,1446685,1204645,263325,897604,312266,522413,1311663,673373,1143580,2105077,831446,530151,186179,797337,1000501,1629387,1444843,1427370,848390,901526,799588,1171102,1035112,663270,981378,772405,1159298,1047485,927046,1633972
pos6750,0,0,0,0,0,0,0,9157,0,0,0,0,205695,0,1103711,304477,63714,13743,55286,25791,64568,3656,49694,100029,314383,60725,121788,72167,224848,28322
pos6751,67940,1230840,123918,74811,60310,67084,281237,71366,0,112192,61145,63113,64468,0,1726236,899398,329314,330478,1567600,837862,1121755,689877,803117,231097,2722823,2644820,5697026,8223415,1558240,718108
pos6753,51787,130604,0,0,0,22595,22949,16449,50918,99184,32983,0,0,21410,1878015,1598880,255401,347816,600208,678788,781682,202307,554802,297879,1198888,449958,1057891,354141,1061328,247045
pos6754,70542,51415,42285,41912,163783,54119,491246,0,59802,49419,44655,61271,196712,48363,560727,863943,236065,379616,2509666,542421,828679,1251203,950873,1260596,2692297,766211,1553252,1542714,2239772,900702
pos6756,0,0,0,0,0,103872,0,0,0,0,53080,49631,0,16872,2685583,2927727,297576,2506926,2590022,1207822,1382364,436043,746569,349141,1590540,1498425,1268061,1312972,2061748,882118
pos6757,0,0,0,0,2203058,84241,52933,61438,0,49270,204308,72386,273963,0,156231,277916,46828,73577,256079,1139060,238758,3072493,148062,82149,445054,124333,254543,323427,238481,265338
pos6762,3687732,526979,1093175,257184,916405,3167087,1544267,1663388,2147202,2127894,1272772,2104927,3730156,1528702,701803,311735,212997,238235,338268,540902,337265,649245,807630,1022894,7016386,981242,561463,3315015,3793860,764626
pos6764,0,0,0,0,0,0,0,33605,22055,0,0,0,0,18336,1952220,2091013,697666,308228,362097,106285,551147,1533534,1912191,1334715,881519,149931,294006,306578,899492,2537298
pos6765,3641678,17521763,0,0,0,0,182543,118319,0,135480,1297179,0,194668,0,1748649,24805170,995894,983841,48989276,24596657,15608376,295862,9219442,2575705,91686835,50652266,44519704,110856921,82050863,636942
pos6769,0,0,6307,0,0,0,0,0,0,8748,23366,18442,15363,0,4658798,5126760,1872886,88762,549858,354807,171266,867683,1644731,227365,1241539,370782,387031,357170,916374,1086959
pos6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840940,2458445,1793942,49578,100765,64631,79622,155032,590102,224346,145395,171684,170711,36219,98628,441635
pos6777,245323,250424,192175,95138,127171,465443,934560,281954,345206,296419,2252298,1216840,351226,211353,1507205,1494765,890679,799121,417947,712770,2385824,420129,303762,186890,289794,217194,2365621,305065,783363,709041
pos6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pos6787,7518,278699,45200,42828,1562730,919271,30307,22984,40843,34192,40790,60278,9803267,90737,1329312,930004,563381,105818,711584,132171,197312,633373,1148652,1317418,440407,121256,311456,368282,490960,772901
pos6795,59633,80918,37765,39943,0,39891,57963,23893,23104,33557,83555,29312,0,18942,662746,1412500,69216,404832,147807,121998,110759,1296355,261268,361716,149312,78974,132661,315620,105654,133086
pos6797,0,0,0,0,0,0,0,11912,0,0,0,0,0,0,0,1579125,251693,4569,0,0,8815,55407,10045,5564,0,7144,6294,4923,0,13228
pos6803,0,130810,0,0,0,0,0,0,0,0,0,0,0,0,66015,108840,51929,0,30536,0,18053,0,0,27578,132832,59104,91420,0,28069,0
pos6804,0,0,20505,0,0,0,253866,0,0,0,0,0,0,0,87236,1311080,191300,111940,13735,105525,187351,76111,196787,294952,2112162,164703,2213899,1521858,3249821,3301282
pos6805,19955,13131,7049,12972,8245,0,8105,12557,7354,18815,14294,15782,0,8092,106250,110009,10706,32548,0,8230,0,3052,0,0,0,15172,0,0,0,9954
pos6810,0,10947,0,0,533405,1098890,0,6664,0,0,0,0,5816173,0,1754383,1712805,986887,10547,40509,32452,11473,71850,328737,287855,315455,164636,70153,141487,97112,356936
pos6814,1165609,2205401,775836,539094,19188,21916,101861,18037,184084,124864,47614,13669,103605,265225,2733618,2016923,284587,658173,1569347,577072,557071,327367,405608,771690,349645,437360,642742,423099,687729,437147
pos6815,167171,646362,94962,41964,40544,420237,202819,38736,130645,41253,252965,228451,320372,27099,660440,1403681,317673,126024,637404,215976,389977,255916,1200933,1782521,2446932,667820,822812,1882175,3228214,678824
pos6818,0,0,0,0,49954,14145,0,7811,0,0,7460,0,102409,0,1963743,2850142,603345,39524,253303,624527,335166,200133,708093,564891,5979850,1005647,2901657,3044139,4917099,85515
pos6824,5091,16216,79169,6069,341253,202354,17134,58237,10561,65926,12182,16306,923448,59877,11937247,3508635,431623,207219,534834,211406,278013,1517518,2924368,645660,259207,303702,392834,182640,359217,1171579
pos6825,0,0,6104,0,12649,0,107957,13522,0,7323,5885,0,16604,16524,1088715,1809902,594157,408042,642268,2223299,787232,1205747,568716,766891,812975,385744,783261,1008661,771326,1418829
pos6826,0,144885,146623,106858,511532,590974,113812,398674,67960,171648,175979,291212,498811,127818,2645607,874905,483155,630495,1795936,1029555,686991,1099963,2251754,1721567,4553534,1189884,2112500,4111043,4219653,2562738
pos6827,69318,145338,905213,523506,1316554,374649,700950,1053516,1708690,845198,2913806,1775514,1699258,3872894,2905751,1054947,428287,201190,914082,690934,873610,1430679,220360,632236,1438522,393787,895164,1005492,1861040,480081
pos6829,12883,91156,0,0,0,13597,0,15552,0,11166,130502,9782,9205,11404,1235490,941644,207462,217566,909209,1345978,870501,209125,761505,505471,3176897,756163,3837873,251542541,564659,291072
pos6834,0,0,31987,8545,7378,0,626112,0,10091,0,0,9909,23916,8024,1615374,526615,87304,109702,217511,139411,181911,505430,1277823,3087887,141295,886067,649805,95185,141724,241320
pos6836,16108,32927,103656,16429,1548495,3340619,118815,1180537,549671,44821,74393,17428,12648485,26562,1238089,309035,356898,184873,426347,101909,497319,484423,517750,444877,727699,378116,273269,324221,463625,707540
pos6839,0,0,0,6627,8179,9829,0,8236,5803,0,228003,225548,11779,749201,1750474,1265121,532687,126728,511944,432823,489655,1327440,2404697,718199,820844,279597,1530385,479400,1603144,1606602
pos6844,13984,20752,558277,330894,579284,950839,91071,102251,635623,498720,784579,405211,882652,232258,1133411,1775463,1929140,490496,816340,224627,579101,1509187,1059597,772743,1060237,256949,349816,1734422,986324,827692
pos6848,0,0,0,0,0,0,0,0,0,4288,7838,0,0,0,826507,773454,596658,232959,373272,168394,939753,410051,1667653,337918,2415796,442369,787135,916772,2225953,446692
pos6852,0,0,0,0,0,0,17695,0,0,10100,24741,0,0,0,1145256,1611342,56869,378923,9600663,5814858,7489854,223103,1156415,637768,30463141,3857239,11601315,16407854,18624159,196769
pos6856,0,19849,0,0,14592,0,13686,43165,31812,8095,408371,135527,12759,18475,835331,47286,34799,76157,201993,296139,151870,5184670,51088,52725,184094,194523,212527,249487,368960,1421556
pos6857,0,0,0,0,1368622,45823,0,33895,0,75883,204591,217104,384273,0,37191,21587,0,0,15347,1347651,0,6518934,74667,20960,0,0,0,0,0,82995
pos6862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102809,30062,85822,0,130736,978017,40536,4621806,28994,15952,1455188,248463,324803,2201559,1583235,155517
pos6863,0,0,6421,0,64437,0,8280,13599,0,0,0,7966,2450488,0,623570,411451,109460,20318,287512,1312446,195657,4573681,109956,87093,1557243,926974,2244671,1042316,1598923,903641
pos6865,0,0,0,0,457120,16974,0,24587,0,0,0,0,107681,0,133735,39663,3937,34698,34361,819893,285268,2941244,17143,38474,532276,99330,133176,749227,582103,411328
pos6866,25172,45635,31444,30980,43912,16060,14005,78859,10478,21522,18576,19274,20850,16644,121018,276306,52301,708399,1530942,210641,165391,4470510,84350,66359,308712,342580,113317,494965,256388,71217
pos6867,0,109621,0,0,90150,82498,54031,415100,0,18432,17084,61317,43027,1034843,269014,506254,101070,173206,420550,130328,194358,2110481,210664,31259,494570,134918,255614,1964059,374784,467481
pos6871,0,0,0,0,12062,0,0,0,0,0,0,0,0,0,271641,0,0,826763,684430,767594,1206125,4025574,545411,189635,216074,91678,359179,0,0,1232449
pos6874,0,19849,0,0,17062,0,13686,11203,31812,0,425108,135527,0,19717,1006650,51825,33823,440859,75693,334486,125122,3833922,54676,52725,208327,73947,227757,358977,295195,1405083
pos6875,0,0,0,0,0,0,31688,0,0,9178,0,0,57815,0,1141533,963195,346308,25348,213099,340628,165352,3596280,477682,550289,860958,612655,647339,687655,944178,927780
pos6877,6657,0,15838,0,0,0,1512587,0,0,29181,299212,147425,0,0,1297382,1049734,119030,80414,202204,955821,212456,3579397,565371,2360504,319306,120897,237991,187702,188938,1480535
pos6878,0,16900,0,0,0,11041,10855,0,0,9431,0,0,29793,0,492832,276751,97755,16634,272492,107687,147108,4588901,188048,308571,754089,410592,458310,373678,826411,512700
pos6879,0,0,0,0,1015177,520144,12118,0,0,11618,0,0,4209560,0,521347,447172,83495,1539809,631833,124035,2411803,3507584,153493,136798,109255,331047,431712,292918,211229,211037
pos6880,17565,8025,0,0,0,158216,48941,27138,206693,23692,61495,1265835,16870,149646,125292,21084,18476,20581,127191,522640,74855,2901115,65965,8602,2258406,362130,558807,3121831,2378989,299885
pos6882,8772,3874,0,0,9015,0,0,0,0,0,0,0,42306,0,7329,62472,34422,20699,1230350,633305,664372,3044527,48507,87511,535820,370370,547082,835144,601100,1064911
pos6883,0,0,0,0,566370,396616,12118,0,0,11618,0,0,1640130,0,521347,447172,83495,1539809,631833,124035,2411803,3095240,153493,136798,109255,338234,437773,292918,262001,211037
pos6885,0,0,0,0,0,23289,0,0,0,0,0,0,37384,0,3014306,225597,0,8055,24733,606330,5915,2952779,25058,722511,765445,34604,114192,1399195,1465986,199891
pos6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106752,16766,3175170,0,0,0,0,0,0,0,441649
pos6890,0,0,0,0,10679,0,0,0,0,0,0,0,0,0,0,87900,0,0,30453,160575,85474,1829323,206098,0,10140,0,7566,0,0,2045893
pos6900,0,12732,0,0,0,10099,0,0,5563,0,0,0,0,5246,20290,40824,6735,83219,1097162,1931518,236708,1670373,57227,35480,837890,344496,465469,1291353,644717,1313330
pos6903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24177,0,0,59217,431907,218488,3515965,0,0,9444,13954,27121,18898,0,2286283
pos6907,0,0,0,0,10169,0,0,8925,0,6455,7946,0,0,0,557667,683581,194281,519913,1187761,854546,1086762,2489659,568137,230329,10504194,1060954,2139814,3958879,5367452,3479656
