Culture,Fungus,Lichen
pos6008,pos6286,pos5476
pos601,pos6287,pos548
pos6010,pos6289,pos5481
pos6013,pos6291,pos5482
pos6016,pos6295,pos5483
pos6017,pos6298,pos5486
pos6018,pos6299,pos5487
pos602,pos6300,pos5488
pos6020,pos6301,pos549
pos6024,pos6303,pos5491
pos6026,pos6304,pos5495
pos6027,pos6305,pos5497
pos6031,pos6306,pos550
pos6038,pos631,pos5504
pos6039,pos6314,pos5508
pos604,pos632,pos5510
pos6048,pos6320,pos5511
pos605,pos6322,pos5515
pos6054,pos6324,pos5516
pos6055,pos6328,pos5518
pos6056,pos6329,pos552
pos6058,pos633,pos5520
pos6059,pos6332,pos5521
pos6062,pos6335,pos5523
pos6064,pos6341,pos5525
pos6081,pos6343,pos5526
pos6085,pos6344,pos5528
pos6086,pos635,pos5530
pos6090,pos6355,pos5532
pos610,pos6364,pos5534
pos6105,pos6365,pos5535
pos6109,pos637,pos5537
pos6112,pos638,pos5542
pos6115,pos6427,pos5544
pos612,pos6428,pos5545
pos6129,pos6429,pos5546
pos6133,pos643,pos5547
pos6137,pos6433,pos5550
pos6145,pos6434,pos5551
pos6159,pos6435,pos5556
pos6164,pos6437,pos556
pos6168,pos6438,pos5560
pos6169,pos6439,pos5561
pos6170,pos644,pos5564
pos6175,pos6440,pos5567
pos6182,pos6442,pos5569
pos6186,pos6443,pos557
pos621,pos6444,pos5576
pos6214,pos6446,pos5578
pos6215,pos6449,pos5579
pos623,pos6452,pos5581
pos6244,pos6457,pos5582
pos6249,pos6459,pos5584
pos6259,pos6461,pos5585
pos6261,pos6462,pos5586
pos6262,pos6469,pos5587
pos6265,pos6470,pos5588
pos6266,pos6475,pos5590
pos6267,pos6478,pos5594
pos627,pos6482,pos5600
pos6272,pos6483,pos5601
pos6273,pos6484,pos5603
pos6280,pos6491,pos5606
pos6281,pos6494,pos5607
pos6284,pos6495,pos5608
pos6285,pos6497,pos5611
pos6286,pos6500,pos5613
pos6287,pos6502,pos5614
pos6289,pos6503,pos5618
pos6291,pos6504,pos562
pos6295,pos6507,pos5621
pos6298,pos6508,pos5623
pos6299,pos6512,pos5625
pos6300,pos6513,pos5628
pos6301,pos6515,pos5629
pos6303,pos6516,pos5630
pos6304,pos6517,pos5632
pos6305,pos6518,pos564
pos6306,pos6525,pos5642
pos631,pos6527,pos5644
pos6314,pos6528,pos5646
pos632,pos6533,pos5648
pos6320,pos6534,pos5651
pos6322,pos6535,pos5653
pos6324,pos6539,pos5654
pos6328,pos6541,pos5660
pos6329,pos6542,pos5662
pos633,pos6543,pos5671
pos6332,pos6544,pos5672
pos6335,pos6545,pos5673
pos6341,pos6546,pos5675
pos6343,pos6548,pos568
pos635,pos6550,pos5680
pos6355,pos6551,pos5683
pos6364,pos6559,pos5684
pos6365,pos6561,pos5686
pos6368,pos6562,pos5687
pos637,pos6566,pos5688
pos638,pos6567,pos569
pos6427,pos6568,pos5690
pos6428,pos6569,pos5692
pos6429,pos6574,pos5693
pos6433,pos6579,pos5705
pos6434,pos6580,pos5707
pos6435,pos6581,pos5709
pos6437,pos6590,pos571
pos6438,pos6591,pos5710
pos6439,pos6594,pos5714
pos6440,pos6595,pos5716
pos6442,pos6597,pos5717
pos6443,pos6598,pos5719
pos6444,pos6599,pos5720
pos6446,pos6602,pos5722
pos6449,pos6606,pos5725
pos6452,pos6610,pos5726
pos6457,pos6619,pos5727
pos6459,pos6622,pos5728
pos6461,pos6625,pos5731
pos6462,pos6631,pos5733
pos6469,pos6634,pos5734
pos6470,pos6637,pos5735
pos6477,pos6640,pos5740
pos6478,pos6641,pos5741
pos6482,pos6644,pos5745
pos6483,pos6651,pos5754
pos6484,pos6652,pos5755
pos6491,pos6655,pos5756
pos6494,pos6656,pos5757
pos6495,pos6658,pos5758
pos6497,pos6661,pos576
pos6500,pos6662,pos5761
pos6502,pos6666,pos5764
pos6503,pos6684,pos5766
pos6504,pos6685,pos5769
pos6507,pos6686,pos577
pos6508,pos6688,pos5770
pos6512,pos6691,pos5771
pos6513,pos6695,pos5773
pos6515,pos6696,pos5776
pos6517,pos6699,pos5779
pos6518,pos6700,pos578
pos6525,pos6704,pos5786
pos6527,pos6709,pos5787
pos6528,pos6713,pos5792
pos6533,pos6718,pos5797
pos6534,pos6728,pos5801
pos6535,pos6737,pos5804
pos6536,pos6743,pos5805
pos6539,pos6744,pos5808
pos6541,pos6745,pos581
pos6542,pos6746,pos5811
pos6543,pos6749,pos5812
pos6544,pos6750,pos5813
pos6545,pos6751,pos5816
pos6546,pos6753,pos5818
pos6548,pos6754,pos582
pos6550,pos6756,pos5821
pos6551,pos6757,pos5822
pos6559,pos6762,pos5823
pos6561,pos6764,pos5824
pos6562,pos6765,pos5829
pos6566,pos6769,pos5831
pos6567,pos6776,pos5832
pos6568,pos6777,pos5833
pos6569,pos6781,pos5834
pos6574,pos6787,pos5836
pos6579,pos6795,pos5837
pos6580,pos6797,pos5838
pos6581,pos6803,pos5843
pos6590,pos6804,pos5846
pos6594,pos6805,pos5849
pos6595,pos6810,pos585
pos6597,pos6814,pos5850
pos6598,pos6815,pos5852
pos6599,pos6818,pos5853
pos6602,pos6824,pos5856
pos6606,pos6825,pos5858
pos6610,pos6826,pos5860
pos6619,pos6827,pos5862
pos6621,pos6829,pos5864
pos6622,pos6834,pos5867
pos6625,pos6836,pos5870
pos6631,pos6839,pos5875
pos6634,pos6844,pos5881
pos6637,pos6848,pos5882
pos6640,pos6852,pos5883
pos6641,pos6856,pos5885
pos6644,pos6857,pos5887
pos6651,pos6862,pos5888
pos6652,pos6863,pos5890
pos6655,pos6865,pos5892
pos6656,pos6866,pos5894
pos6658,pos6867,pos5895
pos6661,pos6871,pos5898
pos6662,pos6874,pos5900
pos6684,pos6875,pos5902
pos6686,pos6877,pos5905
pos6688,pos6878,pos5909
pos6691,pos6879,pos5912
pos6695,pos6880,pos5913
pos6696,pos6882,pos5914
pos6699,pos6883,pos5917
pos6700,pos6885,pos5921
pos6704,pos6890,pos5926
pos6709,pos6900,pos5933
pos6718,pos6903,pos5934
pos6728,pos6907,pos5939
pos6737,pos6908,pos594
pos6745,pos6911,pos5940
pos6746,pos6914,pos5941
pos6749,pos6915,pos5947
pos6750,pos6919,pos5948
pos6751,pos6921,pos595
pos6753,pos6922,pos5950
pos6754,pos6924,pos5952
pos6756,pos6925,pos5954
pos6757,pos6927,pos5957
pos6762,pos6934,pos5958
pos6764,pos6936,pos596
pos6765,pos6941,pos5960
pos6769,pos6942,pos5963
pos6777,pos6943,pos5964
pos6787,pos6945,pos5967
pos6795,pos6946,pos597
pos6797,pos6949,pos5970
pos6803,pos6953,pos5973
pos6804,pos6955,pos5974
pos6805,pos6964,pos5977
pos6810,pos6967,pos5979
pos6814,pos6969,pos598
pos6815,pos6970,pos5981
pos6818,pos6971,pos5982
pos6824,pos6977,pos5983
pos6825,pos6981,pos5986
pos6826,pos6983,pos5991
pos6827,pos6986,pos5995
pos6829,pos6989,pos5997
pos6834,pos6990,pos5998
pos6836,pos6991,pos5999
pos6839,pos7004,pos600
pos6844,pos7005,pos6004
pos6848,pos7006,pos6005
pos6852,pos7007,pos6008
pos6856,pos7014,pos601
pos6857,pos7016,pos6010
pos6863,pos7019,pos6013
pos6865,pos7021,pos6016
pos6866,pos7026,pos6017
pos6867,pos7028,pos6018
pos6871,pos7034,pos6019
pos6874,pos7036,pos602
pos6875,pos7045,pos6020
pos6877,pos7047,pos6023
pos6878,pos7048,pos6024
pos6879,pos7049,pos6026
pos6880,pos7050,pos6027
pos6882,pos7051,pos603
pos6883,pos7063,pos6031
pos6885,pos7065,pos6038
pos6890,pos7068,pos6039
pos6900,pos7069,pos604
pos6907,pos7075,pos6040
pos6908,pos7077,pos6048
pos6914,pos7080,pos605
pos6915,pos7083,pos6050
pos6919,pos7087,pos6054
pos6921,pos7091,pos6055
pos6922,pos7093,pos6056
pos6925,pos7094,pos6057
pos6927,pos7095,pos6058
pos6934,pos7102,pos6059
pos6936,pos7111,pos6062
pos6941,pos7115,pos6064
pos6942,pos7117,pos6081
pos6945,pos7119,pos6083
pos6949,pos7122,pos6085
pos6955,pos7127,pos6086
pos6964,pos7128,pos6090
pos6967,pos7130,pos610
pos6969,pos7134,pos6105
pos6971,pos7139,pos6109
pos6977,pos7140,pos6112
pos6981,pos7142,pos6115
pos6983,pos7148,pos612
pos6986,pos7150,pos6120
pos6989,pos7151,pos6129
pos6990,pos7152,pos6133
pos6991,pos7154,pos6137
pos7001,pos7155,pos6143
pos7004,pos7158,pos6145
pos7005,pos7159,pos6153
pos7006,pos7166,pos6159
pos7007,pos7171,pos6164
pos7009,pos7184,pos6168
pos7016,pos7187,pos6169
pos7019,pos7190,pos6170
pos7021,pos7192,pos6173
pos7026,pos7205,pos6175
pos7028,pos7208,pos6178
pos7034,pos7210,pos6180
pos7036,pos7213,pos6181
pos7045,pos7221,pos6182
pos7047,pos7238,pos6183
pos7048,pos7240,pos6184
pos7049,pos7244,pos6186
pos7050,pos7245,pos6192
pos7051,pos7246,pos6197
pos7063,pos7249,pos6200
pos7065,pos7251,pos6203
pos7069,pos7257,pos621
pos7075,pos7258,pos6214
pos7077,pos7264,pos6215
pos7083,pos7285,pos623
pos7087,pos7298,pos6244
pos7088,pos7306,pos6249
pos7091,pos7307,pos6259
pos7093,pos7312,pos6261
pos7095,pos7314,pos6262
pos7097,pos7317,pos6263
pos7102,pos7321,pos6265
pos7110,pos7322,pos6266
pos7111,pos7324,pos6267
pos7115,pos7325,pos627
pos7119,pos7326,pos6272
pos7127,pos7328,pos6273
pos7128,pos7329,pos6280
pos7129,pos7330,pos6281
pos7130,pos7332,pos6284
pos7134,pos7339,pos6285
pos7137,pos7340,pos6286
pos7139,pos7342,pos6287
pos7140,pos7346,pos6289
pos7142,pos7353,pos6291
pos7148,pos7355,pos6295
pos7150,pos7356,pos6298
pos7151,pos7358,pos6299
pos7152,pos7359,pos6300
pos7154,pos7360,pos6301
pos7155,pos7362,pos6303
pos7158,pos7367,pos6304
pos7159,pos7368,pos6305
pos7166,pos7369,pos6306
pos7171,pos7370,pos631
pos7184,pos7372,pos6314
pos7187,pos7373,pos632
pos7192,pos7375,pos6320
pos7205,pos7376,pos6322
pos7213,pos7380,pos6324
pos7215,pos7383,pos6328
pos7218,pos7384,pos6329
pos7221,pos7391,pos633
pos7238,pos7393,pos6332
pos7240,pos7395,pos6335
pos7244,pos7398,pos6338
pos7245,pos7400,pos6341
pos7246,pos7403,pos6343
pos7249,pos7404,pos6344
pos7251,pos7413,pos635
pos7258,pos7414,pos6355
pos7264,pos7416,pos6364
pos7285,pos7418,pos6365
pos7298,pos7419,pos6368
pos7306,pos7420,pos637
pos7307,pos7421,pos638
pos7312,pos7423,pos6427
pos7314,pos7425,pos6428
pos7317,pos7434,pos6429
pos7321,pos7438,pos643
pos7322,pos7439,pos6433
pos7324,pos7441,pos6434
pos7325,pos7446,pos6435
pos7326,pos7448,pos6437
pos7328,pos7451,pos6438
pos7332,pos7453,pos6439
pos7339,pos7456,pos644
pos7340,pos7457,pos6440
pos7342,pos7462,pos6442
pos7346,pos7463,pos6443
pos7353,pos7466,pos6444
pos7355,pos7467,pos6446
pos7356,pos7468,pos6449
pos7358,pos7469,pos6452
pos7359,pos7472,pos6457
pos7360,pos7475,pos6461
pos7362,pos7477,pos6462
pos7367,pos7480,pos6469
pos7368,pos7481,pos6470
pos7369,pos7483,pos6475
pos7370,pos7487,pos6478
pos7372,pos7489,pos6482
pos7373,pos7494,pos6483
pos7375,pos7495,pos6484
pos7376,pos7498,pos6491
pos7380,pos7499,pos6494
pos7383,pos7500,pos6495
pos7384,pos7502,pos6497
pos7391,pos7503,pos6500
pos7393,pos7504,pos6502
pos7398,pos7505,pos6503
pos7400,pos7508,pos6504
pos7403,pos7510,pos6507
pos7404,pos7511,pos6508
pos7413,pos7513,pos6512
pos7414,pos7516,pos6513
pos7416,pos7518,pos6515
pos7418,pos7522,pos6516
pos7419,pos7523,pos6517
pos7420,pos7527,pos6518
pos7421,pos7528,pos6525
pos7423,pos7531,pos6527
pos7425,pos7534,pos6528
pos7434,pos7536,pos6533
pos7435,pos7537,pos6534
pos7438,pos7538,pos6535
pos7439,pos7541,pos6536
pos7441,pos7544,pos6539
pos7446,pos7546,pos6541
pos7451,pos7547,pos6542
pos7453,pos7550,pos6543
pos7456,pos7563,pos6544
pos7457,pos7564,pos6545
pos7462,pos7567,pos6546
pos7463,pos7570,pos6550
pos7466,pos7571,pos6551
pos7467,pos7576,pos6559
pos7468,pos7593,pos6561
pos7469,pos7595,pos6562
pos7472,pos7598,pos6566
pos7475,pos7602,pos6567
pos7477,pos7607,pos6569
pos7481,pos7608,pos6574
pos7483,pos7609,pos6579
pos7487,pos7611,pos6580
pos7489,pos7612,pos6581
pos7494,pos7614,pos6590
pos7495,pos7616,pos6591
pos7498,pos7625,pos6594
pos7502,pos7627,pos6595
pos7503,pos7628,pos6597
pos7504,pos7633,pos6598
pos7505,pos7637,pos6599
pos7508,pos7643,pos6602
pos7511,pos7646,pos6606
pos7513,pos7650,pos6610
pos7516,pos7651,pos6619
pos7518,pos7657,pos6622
pos7522,pos7658,pos6625
pos7523,pos7662,pos6631
pos7527,pos7667,pos6634
pos7528,pos7670,pos6637
pos7531,pos7671,pos6640
pos7534,pos7672,pos6641
pos7536,pos7673,pos6644
pos7537,pos7683,pos6651
pos7538,pos7688,pos6652
pos7541,pos7690,pos6655
pos7544,pos7691,pos6658
pos7546,pos7692,pos6661
pos7547,pos7698,pos6662
pos7563,pos7701,pos6666
pos7564,pos7703,pos6670
pos7567,pos7704,pos6684
pos7570,pos7707,pos6685
pos7571,pos7708,pos6686
pos7576,pos7709,pos6688
pos7593,pos7710,pos6691
pos7595,pos7711,pos6695
pos7598,pos7717,pos6696
pos7602,pos7721,pos6699
pos7607,pos7724,pos6700
pos7608,pos7729,pos6704
pos7609,pos7731,pos6709
pos7611,pos7734,pos6718
pos7612,pos7741,pos6728
pos7614,pos7743,pos6737
pos7616,pos7744,pos6743
pos7620,pos7745,pos6744
pos7625,pos7746,pos6745
pos7627,pos7748,pos6746
pos7628,pos7749,pos6749
pos7633,pos7754,pos6750
pos7637,pos7755,pos6751
pos7643,pos7764,pos6753
pos7646,pos7777,pos6754
pos7650,pos7780,pos6756
pos7651,pos7792,pos6757
pos7657,pos7795,pos6762
pos7658,pos7796,pos6764
pos7662,pos7797,pos6765
pos7667,pos7801,pos6769
pos7670,pos7805,pos6776
pos7671,pos7806,pos6777
pos7672,pos7807,pos6787
pos7673,pos7808,pos6795
pos7676,pos7809,pos6797
pos7683,pos7814,pos6803
pos7688,pos7815,pos6804
pos7690,pos7818,pos6805
pos7691,pos7819,pos6810
pos7692,pos7820,pos6814
pos7698,pos7821,pos6815
pos7701,pos7824,pos6818
pos7703,pos7825,pos6824
pos7704,pos7828,pos6825
pos7707,pos7833,pos6826
pos7708,pos7849,pos6827
pos7709,pos7851,pos6829
pos7710,pos7856,pos6834
pos7711,pos7857,pos6836
pos7717,pos7860,pos6839
pos7721,pos7866,pos6844
pos7724,pos7868,pos6848
pos7731,pos7872,pos6852
pos7734,pos7875,pos6856
pos7741,pos7879,pos6857
pos7743,pos7883,pos6862
pos7744,pos7885,pos6863
pos7745,pos7887,pos6865
pos7746,pos7888,pos6866
pos7748,pos7889,pos6867
pos7749,pos7891,pos6871
pos7754,pos7892,pos6874
pos7755,pos7895,pos6875
pos7764,pos7897,pos6877
pos7777,pos7900,pos6878
pos7780,pos7901,pos6879
pos7792,pos7902,pos6880
pos7795,pos7905,pos6882
pos7796,pos7907,pos6883
pos7797,pos7908,pos6885
pos7801,pos7913,pos6887
pos7805,pos7914,pos6890
pos7806,pos7915,pos6900
pos7807,pos7918,pos6903
pos7808,pos7921,pos6907
pos7809,pos7922,pos6908
pos7814,pos7925,pos6911
pos7815,pos7926,pos6914
pos7818,pos7927,pos6915
pos7819,pos7935,pos6919
pos7820,pos7938,pos6921
pos7821,pos7939,pos6922
pos7825,pos7946,pos6924
pos7828,pos7949,pos6925
pos7833,pos7950,pos6927
pos7849,pos7954,pos6934
pos7851,pos7960,pos6936
pos7856,pos7961,pos6941
pos7857,pos7962,pos6942
pos7860,pos7966,pos6943
pos7866,pos7968,pos6945
pos7868,pos7969,pos6946
pos7872,pos7970,pos6949
pos7875,pos7971,pos6953
pos7879,pos7973,pos6955
pos7883,pos7979,pos6959
pos7885,pos7981,pos6961
pos7887,pos7987,pos6964
pos7888,pos7988,pos6967
pos7889,pos7994,pos6969
pos7891,pos7999,pos6970
pos7892,pos8004,pos6971
pos7895,pos8005,pos6976
pos7897,pos8006,pos6977
pos7901,pos8007,pos6981
pos7902,pos8010,pos6983
pos7905,pos8012,pos6986
pos7908,pos8015,pos6989
pos7913,pos8022,pos6990
pos7914,pos8023,pos6991
pos7915,pos8030,pos7001
pos7918,pos8034,pos7004
pos7921,pos8036,pos7005
pos7922,pos8037,pos7006
pos7925,pos8042,pos7007
pos7926,pos8045,pos7009
pos7927,pos8049,pos7014
pos7935,pos8050,pos7016
pos7938,pos8058,pos7019
pos7939,pos8059,pos7021
pos7946,pos8063,pos7026
pos7949,pos8067,pos7028
pos7950,pos8071,pos7034
pos7954,pos8072,pos7036
pos7960,pos8075,pos7045
pos7961,pos8076,pos7047
pos7966,pos8080,pos7048
pos7968,pos8081,pos7049
pos7969,pos8085,pos7050
pos7970,pos8093,pos7051
pos7971,pos8097,pos7063
pos7973,pos8100,pos7065
pos7979,pos8101,pos7068
pos7981,pos8109,pos7069
pos7987,pos8115,pos7073
pos7988,pos8124,pos7075
pos7994,pos8126,pos7077
pos7999,pos8128,pos7079
pos8004,pos813,pos7080
pos8006,pos8138,pos7083
pos8007,pos8145,pos7087
pos8010,pos8152,pos7088
pos8012,pos8155,pos7091
pos8015,pos8156,pos7093
pos8022,pos8159,pos7094
pos8023,pos817,pos7095
pos8030,pos8172,pos7097
pos8034,pos8174,pos7102
pos8036,pos8176,pos7103
pos8037,pos8179,pos7110
pos8042,pos818,pos7111
pos8045,pos8181,pos7114
pos8049,pos8182,pos7115
pos8050,pos8187,pos7117
pos8058,pos819,pos7119
pos8059,pos8192,pos7122
pos8063,pos8195,pos7127
pos8067,pos8196,pos7128
pos8071,pos8203,pos7129
pos8072,pos8204,pos7130
pos8075,pos8205,pos7134
pos8076,pos8206,pos7137
pos8080,pos8209,pos7139
pos8081,pos8212,pos7140
pos8085,pos8214,pos7142
pos8093,pos8219,pos7148
pos8097,pos8222,pos7150
pos8100,pos8225,pos7151
pos8101,pos8226,pos7152
pos8109,pos8228,pos7154
pos8115,pos8236,pos7155
pos8124,pos824,pos7158
pos8126,pos8241,pos7159
pos8128,pos8245,pos7166
pos813,pos8250,pos7171
pos8138,pos8254,pos7184
pos8145,pos8255,pos7187
pos8152,pos826,pos7190
pos8155,pos8260,pos7192
pos8156,pos8263,pos7205
pos8159,pos8270,pos7206
pos817,pos8277,pos7208
pos8172,pos8280,pos7210
pos8174,pos8283,pos7213
pos8176,pos8284,pos7215
pos818,pos8286,pos7218
pos8181,pos8288,pos7221
pos8182,pos8290,pos7238
pos8187,pos8292,pos7240
pos8192,pos8294,pos7244
pos8196,pos8295,pos7245
pos8203,pos830,pos7246
pos8204,pos8304,pos7249
pos8205,pos8305,pos7251
pos8206,pos8306,pos7257
pos8209,pos8309,pos7258
pos8212,pos8311,pos7264
pos8214,pos8316,pos7277
pos8219,pos8318,pos7285
pos8222,pos8319,pos7298
pos8225,pos832,pos7300
pos8226,pos8321,pos7306
pos8228,pos8323,pos7307
pos8236,pos8325,pos7312
pos824,pos8329,pos7314
pos8241,pos8330,pos7317
pos8245,pos8340,pos7321
pos8250,pos8348,pos7322
pos8254,pos8349,pos7324
pos8255,pos835,pos7325
pos826,pos8353,pos7326
pos8260,pos8355,pos7328
pos8263,pos8359,pos7329
pos8270,pos836,pos7330
pos8277,pos8362,pos7332
pos8280,pos8363,pos7339
pos8283,pos8365,pos7340
pos8284,pos8366,pos7342
pos8288,pos8368,pos7346
pos8290,pos837,pos7353
pos8292,pos8371,pos7355
pos8294,pos838,pos7356
pos8295,pos8383,pos7358
pos830,pos8386,pos7359
pos8304,pos8389,pos7360
pos8305,pos8391,pos7362
pos8306,pos8393,pos7367
pos8309,pos8396,pos7368
pos8311,pos8408,pos7369
pos8318,pos8414,pos7370
pos8319,pos8415,pos7372
pos832,pos8416,pos7373
pos8321,pos8418,pos7375
pos8323,pos842,pos7376
pos8325,pos8421,pos7380
pos8329,pos8423,pos7383
pos8330,pos8431,pos7384
pos8348,pos8436,pos7391
pos8349,pos8438,pos7393
pos8353,pos8440,pos7395
pos8355,pos8441,pos7398
pos8359,pos8442,pos7400
pos836,pos8443,pos7403
pos8362,pos8446,pos7404
pos8363,pos8447,pos7413
pos8365,pos845,pos7414
pos8366,pos8452,pos7416
pos8368,pos8455,pos7418
pos837,pos8456,pos7419
pos8371,pos8457,pos7420
pos838,pos8458,pos7421
pos8383,pos8459,pos7423
pos8386,pos8461,pos7425
pos8389,pos8462,pos7434
pos8391,pos8463,pos7435
pos8393,pos8465,pos7438
pos8396,pos8470,pos7439
pos8408,pos8471,pos7441
pos8414,pos8474,pos7446
pos8415,pos8475,pos7448
pos8416,pos8477,pos7451
pos8418,pos848,pos7453
pos842,pos8481,pos7456
pos8421,pos8482,pos7457
pos8423,pos8483,pos7462
pos8431,pos8486,pos7463
pos8436,pos849,pos7466
pos8440,pos8490,pos7467
pos8441,pos8496,pos7468
pos8442,pos8501,pos7469
pos8443,pos8504,pos7472
pos8446,pos8509,pos7475
pos8447,pos851,pos7477
pos845,pos8517,pos7480
pos8452,pos852,pos7481
pos8455,pos8521,pos7483
pos8456,pos853,pos7487
pos8457,pos8530,pos7489
pos8458,pos8532,pos7494
pos8459,pos8538,pos7495
pos8461,pos8539,pos7498
pos8462,pos8540,pos7499
pos8463,pos8541,pos7500
pos8465,pos8543,pos7502
pos8470,pos8546,pos7503
pos8471,pos8547,pos7504
pos8474,pos8551,pos7505
pos8475,pos8552,pos7508
pos8477,pos8556,pos7510
pos848,pos8558,pos7511
pos8481,pos8559,pos7513
pos8482,pos8566,pos7516
pos8483,pos857,pos7518
pos8484,pos8579,pos7522
pos8486,pos858,pos7523
pos849,pos8584,pos7527
pos8490,pos8585,pos7528
pos8501,pos859,pos7531
pos8504,pos8590,pos7534
pos8509,pos8591,pos7536
pos8517,pos8593,pos7537
pos8521,pos8594,pos7538
pos853,pos8597,pos7541
pos8538,pos8598,pos7544
pos8539,pos8600,pos7546
pos8541,pos8604,pos7547
pos8543,pos8607,pos7550
pos8546,pos861,pos7563
pos8547,pos8610,pos7564
pos8551,pos8612,pos7567
pos8552,pos8613,pos7570
pos8556,pos8615,pos7571
pos8558,pos8616,pos7576
pos8559,pos8617,pos7593
pos8566,pos8618,pos7595
pos857,pos8619,pos7598
pos8579,pos8620,pos7602
pos858,pos8621,pos7607
pos8584,pos863,pos7608
pos8585,pos8630,pos7609
pos859,pos864,pos7611
pos8591,pos8646,pos7612
pos8593,pos8647,pos7614
pos8597,pos8654,pos7616
pos8598,pos8657,pos7620
pos8600,pos866,pos7625
pos8604,pos8661,pos7627
pos8607,pos8673,pos7628
pos861,pos8676,pos7633
pos8610,pos8684,pos7637
pos8612,pos8688,pos7643
pos8613,pos8697,pos7646
pos8615,pos8698,pos7650
pos8616,pos8699,pos7651
pos8617,pos870,pos7657
pos8618,pos8701,pos7658
pos8619,pos8704,pos7662
pos8620,pos8710,pos7667
pos8621,pos8716,pos7670
pos863,pos8717,pos7671
pos8630,pos8718,pos7672
pos864,pos8730,pos7673
pos8644,pos8731,pos7683
pos8646,pos8734,pos7688
pos8647,pos8735,pos7690
pos8654,pos8746,pos7691
pos8657,pos8749,pos7692
pos866,pos8750,pos7698
pos8661,pos8753,pos7701
pos8673,pos8759,pos7703
pos8676,pos876,pos7704
pos8684,pos8760,pos7707
pos8688,pos8765,pos7708
pos8691,pos8769,pos7709
pos8697,pos8776,pos7710
pos8698,pos8779,pos7711
pos8699,pos8781,pos7717
pos870,pos8783,pos7721
pos8701,pos8786,pos7724
pos8710,pos8788,pos7731
pos8716,pos8791,pos7734
pos8717,pos8792,pos7741
pos8718,pos8797,pos7743
pos8730,pos880,pos7744
pos8731,pos8800,pos7745
pos8734,pos8802,pos7746
pos8735,pos8803,pos7748
pos8750,pos8805,pos7749
pos8753,pos8808,pos7754
pos8759,pos881,pos7755
pos876,pos8815,pos7764
pos8760,pos8818,pos7777
pos8764,pos8819,pos7780
pos8776,pos882,pos7792
pos8779,pos8820,pos7795
pos8781,pos8822,pos7796
pos8786,pos8823,pos7797
pos8788,pos8824,pos7801
pos8791,pos883,pos7805
pos8792,pos8834,pos7806
pos8797,pos8835,pos7807
pos880,pos8839,pos7808
pos8800,pos8843,pos7809
pos8803,pos8847,pos7814
pos8805,pos886,pos7815
pos8808,pos8865,pos7818
pos881,pos8868,pos7819
pos8815,pos887,pos7820
pos8818,pos8871,pos7821
pos8819,pos8873,pos7824
pos882,pos8874,pos7825
pos8820,pos8877,pos7828
pos8822,pos8880,pos7833
pos8823,pos8882,pos7849
pos8824,pos8885,pos7851
pos883,pos8886,pos7856
pos8834,pos8888,pos7857
pos8835,pos8889,pos7860
pos8839,pos8890,pos7866
pos8843,pos8895,pos7868
pos886,pos8897,pos7872
pos8865,pos890,pos7875
pos8868,pos8904,pos7879
pos887,pos8908,pos7883
pos8873,pos8912,pos7885
pos8874,pos8915,pos7887
pos8877,pos8916,pos7888
pos8885,pos8918,pos7889
pos8886,pos8919,pos7891
pos8888,pos892,pos7892
pos8889,pos8929,pos7895
pos8890,pos893,pos7897
pos8895,pos8931,pos7900
pos8897,pos8932,pos7901
pos890,pos8933,pos7902
pos8908,pos8934,pos7905
pos8912,pos8936,pos7907
pos8915,pos894,pos7908
pos8918,pos8942,pos7913
pos8919,pos8946,pos7914
pos892,pos8955,pos7915
pos8929,pos8958,pos7918
pos893,pos8960,pos7921
pos8931,pos8964,pos7922
pos8932,pos8967,pos7925
pos8933,pos8968,pos7926
pos8936,pos897,pos7927
pos894,pos8972,pos7935
pos8942,pos8973,pos7938
pos8946,pos8974,pos7939
pos8955,pos8976,pos7946
pos8960,pos8977,pos7949
pos8964,pos8978,pos7950
pos8968,pos8979,pos7954
pos897,pos8982,pos7960
pos8972,pos8985,pos7961
pos8973,pos8987,pos7962
pos8976,pos8988,pos7966
pos8979,pos9001,pos7968
pos8982,pos9007,pos7969
pos8985,pos901,pos7970
pos8988,pos9012,pos7971
pos9001,pos9013,pos7973
pos9007,pos9014,pos7979
pos901,pos9015,pos7981
pos9012,pos902,pos7987
pos9013,pos9020,pos7988
pos9014,pos9024,pos7994
pos9015,pos903,pos7999
pos9016,pos9037,pos8004
pos9019,pos9039,pos8005
pos902,pos9044,pos8006
pos9020,pos9045,pos8007
pos9023,pos9049,pos8010
pos9024,pos905,pos8012
pos9026,pos9050,pos8015
pos9027,pos9055,pos8022
pos9028,pos9056,pos8023
pos9029,pos9057,pos8030
pos903,pos9059,pos8034
pos9031,pos906,pos8036
pos9037,pos9062,pos8037
pos9039,pos9063,pos8042
pos9044,pos9065,pos8045
pos9047,pos9066,pos8049
pos905,pos9068,pos8050
pos9050,pos9070,pos8058
pos9055,pos9071,pos8059
pos9056,pos9073,pos8063
pos9057,pos9086,pos8067
pos9059,pos9088,pos8071
pos906,pos9090,pos8072
pos9062,pos9092,pos8075
pos9063,pos9096,pos8076
pos9065,pos9098,pos8080
pos9066,pos9106,pos8085
pos9071,pos9107,pos8093
pos9073,pos9109,pos8097
pos9086,pos911,pos8100
pos9088,pos9110,pos8101
pos9090,pos9115,pos8109
pos9092,pos9120,pos8115
