name+AF8-sirius,Pathway,Class,Subclass
pos9028,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9029,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9031,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9047,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9070,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9096,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9115,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos9170,Amino acids and Peptides,Amino acids,Amino acids and derivatives
pos940,Amino acids and Peptides,Amino acids,Amino acids and derivatives
neg10024,Uncertain,Benzenoids,Benzenoids
neg10037,Uncertain,Benzenoids,Benzenoids
neg10194,Uncertain,Benzenoids,Benzenoids
neg10473,Uncertain,Benzenoids,Benzenoids
neg10502,Uncertain,Benzenoids,Benzenoids
neg1088,Uncertain,Benzenoids,Benzenoids
neg10932,Uncertain,Benzenoids,Benzenoids
neg11030,Uncertain,Benzenoids,Benzenoids
neg11085,Uncertain,Benzenoids,Benzenoids
neg1116,Uncertain,Benzenoids,Benzenoids
neg11822,Uncertain,Benzenoids,Benzenoids
neg1190,Uncertain,Benzenoids,Benzenoids
neg11992,Uncertain,Benzenoids,Benzenoids
neg120,Uncertain,Benzenoids,Benzenoids
neg12521,Uncertain,Benzenoids,Benzenoids
neg12753,Uncertain,Benzenoids,Benzenoids
neg12786,Uncertain,Benzenoids,Benzenoids
neg12814,Uncertain,Benzenoids,Benzenoids
neg13419,Uncertain,Benzenoids,Benzenoids
neg13516,Uncertain,Benzenoids,Benzenoids
neg14553,Uncertain,Benzenoids,Benzenoids
neg14636,Uncertain,Benzenoids,Benzenoids
neg14698,Uncertain,Benzenoids,Benzenoids
neg14873,Uncertain,Benzenoids,Benzenoids
neg14913,Uncertain,Benzenoids,Benzenoids
neg15244,Uncertain,Benzenoids,Benzenoids
neg15258,Uncertain,Benzenoids,Benzenoids
neg15700,Uncertain,Benzenoids,Benzenoids
neg15877,Uncertain,Benzenoids,Benzenoids
neg1630,Uncertain,Benzenoids,Benzenoids
neg16323,Uncertain,Benzenoids,Benzenoids
neg16632,Uncertain,Benzenoids,Benzenoids
neg16881,Uncertain,Benzenoids,Benzenoids
neg17296,Uncertain,Benzenoids,Benzenoids
neg17337,Uncertain,Benzenoids,Benzenoids
neg17540,Uncertain,Benzenoids,Benzenoids
neg1769,Uncertain,Benzenoids,Benzenoids
neg17989,Uncertain,Benzenoids,Benzenoids
neg18491,Uncertain,Benzenoids,Benzenoids
neg1854,Uncertain,Benzenoids,Benzenoids
neg1879,Uncertain,Benzenoids,Benzenoids
neg19222,Uncertain,Benzenoids,Benzenoids
neg19663,Uncertain,Benzenoids,Benzenoids
neg19805,Uncertain,Benzenoids,Benzenoids
neg20904,Uncertain,Benzenoids,Benzenoids
neg2448,Uncertain,Benzenoids,Benzenoids
neg2509,Uncertain,Benzenoids,Benzenoids
neg2667,Uncertain,Benzenoids,Benzenoids
neg2728,Uncertain,Benzenoids,Benzenoids
neg273,Uncertain,Benzenoids,Benzenoids
neg2964,Uncertain,Benzenoids,Benzenoids
neg3208,Uncertain,Benzenoids,Benzenoids
neg3251,Uncertain,Benzenoids,Benzenoids
neg3381,Uncertain,Benzenoids,Benzenoids
neg3535,Uncertain,Benzenoids,Benzenoids
neg3653,Uncertain,Benzenoids,Benzenoids
neg371,Uncertain,Benzenoids,Benzenoids
neg3858,Uncertain,Benzenoids,Benzenoids
neg3955,Uncertain,Benzenoids,Benzenoids
neg4147,Uncertain,Benzenoids,Benzenoids
neg4426,Uncertain,Benzenoids,Benzenoids
neg4697,Uncertain,Benzenoids,Benzenoids
neg4992,Uncertain,Benzenoids,Benzenoids
neg5193,Uncertain,Benzenoids,Benzenoids
neg5227,Uncertain,Benzenoids,Benzenoids
neg5330,Uncertain,Benzenoids,Benzenoids
neg5764,Uncertain,Benzenoids,Benzenoids
neg6284,Uncertain,Benzenoids,Benzenoids
neg7155,Uncertain,Benzenoids,Benzenoids
neg7357,Uncertain,Benzenoids,Benzenoids
neg7418,Uncertain,Benzenoids,Benzenoids
neg7507,Uncertain,Benzenoids,Benzenoids
neg7533,Uncertain,Benzenoids,Benzenoids
neg7626,Uncertain,Benzenoids,Benzenoids
neg7886,Uncertain,Benzenoids,Benzenoids
neg8001,Uncertain,Benzenoids,Benzenoids
neg8006,Uncertain,Benzenoids,Benzenoids
neg8074,Uncertain,Benzenoids,Benzenoids
neg828,Uncertain,Benzenoids,Benzenoids
neg8308,Uncertain,Benzenoids,Benzenoids
neg846,Uncertain,Benzenoids,Benzenoids
neg849,Uncertain,Benzenoids,Benzenoids
neg85,Uncertain,Benzenoids,Benzenoids
neg8622,Uncertain,Benzenoids,Benzenoids
neg8889,Uncertain,Benzenoids,Benzenoids
neg8907,Uncertain,Benzenoids,Benzenoids
neg8915,Uncertain,Benzenoids,Benzenoids
neg8944,Uncertain,Benzenoids,Benzenoids
neg8956,Uncertain,Benzenoids,Benzenoids
neg9193,Uncertain,Benzenoids,Benzenoids
neg9336,Uncertain,Benzenoids,Benzenoids
neg9661,Uncertain,Benzenoids,Benzenoids
neg9732,Uncertain,Benzenoids,Benzenoids
pos1234,Uncertain,Benzenoids,Benzenoids
pos1471,Uncertain,Benzenoids,Benzenoids
pos1560,Uncertain,Benzenoids,Benzenoids
pos1647,Uncertain,Benzenoids,Benzenoids
pos1659,Uncertain,Benzenoids,Benzenoids
pos1680,Uncertain,Benzenoids,Benzenoids
pos1690,Uncertain,Benzenoids,Benzenoids
pos1691,Uncertain,Benzenoids,Benzenoids
pos2306,Uncertain,Benzenoids,Benzenoids
pos2312,Uncertain,Benzenoids,Benzenoids
pos2481,Uncertain,Benzenoids,Benzenoids
pos2776,Uncertain,Benzenoids,Benzenoids
pos2830,Uncertain,Benzenoids,Benzenoids
pos2944,Uncertain,Benzenoids,Benzenoids
pos3742,Uncertain,Benzenoids,Benzenoids
pos3935,Uncertain,Benzenoids,Benzenoids
pos4089,Uncertain,Benzenoids,Benzenoids
pos4270,Uncertain,Benzenoids,Benzenoids
pos4336,Uncertain,Benzenoids,Benzenoids
pos4367,Uncertain,Benzenoids,Benzenoids
pos4375,Uncertain,Benzenoids,Benzenoids
pos4402,Uncertain,Benzenoids,Benzenoids
pos4624,Uncertain,Benzenoids,Benzenoids
pos4677,Uncertain,Benzenoids,Benzenoids
pos4731,Uncertain,Benzenoids,Benzenoids
pos4824,Uncertain,Benzenoids,Benzenoids
pos5009,Uncertain,Benzenoids,Benzenoids
pos5104,Uncertain,Benzenoids,Benzenoids
pos5115,Uncertain,Benzenoids,Benzenoids
pos5347,Uncertain,Benzenoids,Benzenoids
pos5438,Uncertain,Benzenoids,Benzenoids
pos5504,Uncertain,Benzenoids,Benzenoids
pos5528,Uncertain,Benzenoids,Benzenoids
pos5556,Uncertain,Benzenoids,Benzenoids
pos5623,Uncertain,Benzenoids,Benzenoids
pos5660,Uncertain,Benzenoids,Benzenoids
pos6173,Uncertain,Benzenoids,Benzenoids
pos6178,Uncertain,Benzenoids,Benzenoids
pos6186,Uncertain,Benzenoids,Benzenoids
pos6295,Uncertain,Benzenoids,Benzenoids
pos6299,Uncertain,Benzenoids,Benzenoids
pos6329,Uncertain,Benzenoids,Benzenoids
pos6341,Uncertain,Benzenoids,Benzenoids
pos6518,Uncertain,Benzenoids,Benzenoids
pos6533,Uncertain,Benzenoids,Benzenoids
pos6656,Uncertain,Benzenoids,Benzenoids
pos6700,Uncertain,Benzenoids,Benzenoids
pos6728,Uncertain,Benzenoids,Benzenoids
pos6737,Uncertain,Benzenoids,Benzenoids
pos6848,Uncertain,Benzenoids,Benzenoids
pos6911,Uncertain,Benzenoids,Benzenoids
pos7050,Uncertain,Benzenoids,Benzenoids
pos7264,Uncertain,Benzenoids,Benzenoids
pos7710,Uncertain,Benzenoids,Benzenoids
pos7801,Uncertain,Benzenoids,Benzenoids
pos8212,Uncertain,Benzenoids,Benzenoids
pos8280,Uncertain,Benzenoids,Benzenoids
pos8465,Uncertain,Benzenoids,Benzenoids
pos8585,Uncertain,Benzenoids,Benzenoids
pos8907,Uncertain,Benzenoids,Benzenoids
pos9086,Uncertain,Benzenoids,Benzenoids
pos9154,Uncertain,Benzenoids,Benzenoids
neg10025,Shikimates,Coumarins,Coumarins
neg10425,Shikimates,Coumarins,Coumarins
neg10517,Shikimates,Coumarins,Coumarins
neg10561,Shikimates,Coumarins,Coumarins
neg10702,Shikimates,Coumarins,Coumarins
neg11138,Shikimates,Coumarins,Coumarins
neg12134,Shikimates,Coumarins,Coumarins
neg14300,Shikimates,Coumarins,Coumarins
neg1447,Shikimates,Coumarins,Coumarins
neg14810,Shikimates,Coumarins,Coumarins
neg14817,Shikimates,Coumarins,Coumarins
neg14844,Shikimates,Coumarins,Coumarins
neg14848,Shikimates,Coumarins,Coumarins
neg1524,Shikimates,Coumarins,Coumarins
neg16012,Shikimates,Coumarins,Coumarins
neg16617,Shikimates,Coumarins,Coumarins
neg16836,Shikimates,Coumarins,Coumarins
neg16840,Shikimates,Coumarins,Coumarins
neg16887,Shikimates,Coumarins,Coumarins
neg17261,Shikimates,Coumarins,Coumarins
neg17285,Shikimates,Coumarins,Coumarins
neg18334,Shikimates,Coumarins,Coumarins
neg2527,Shikimates,Coumarins,Coumarins
neg2711,Shikimates,Coumarins,Coumarins
neg3170,Shikimates,Coumarins,Coumarins
neg3330,Shikimates,Coumarins,Coumarins
neg3489,Shikimates,Coumarins,Coumarins
neg3579,Shikimates,Coumarins,Coumarins
neg3582,Shikimates,Coumarins,Coumarins
neg3667,Shikimates,Coumarins,Coumarins
neg3961,Shikimates,Coumarins,Coumarins
neg4206,Shikimates,Coumarins,Coumarins
neg4527,Shikimates,Coumarins,Coumarins
neg4611,Shikimates,Coumarins,Coumarins
neg5009,Shikimates,Coumarins,Coumarins
neg5099,Shikimates,Coumarins,Coumarins
neg5198,Shikimates,Coumarins,Coumarins
neg5311,Shikimates,Coumarins,Coumarins
neg7617,Shikimates,Coumarins,Coumarins
neg7762,Shikimates,Coumarins,Coumarins
neg8087,Shikimates,Coumarins,Coumarins
neg8377,Shikimates,Coumarins,Coumarins
neg9283,Shikimates,Coumarins,Coumarins
neg9299,Shikimates,Coumarins,Coumarins
neg9378,Shikimates,Coumarins,Coumarins
neg9619,Shikimates,Coumarins,Coumarins
neg9782,Shikimates,Coumarins,Coumarins
pos1112,Shikimates,Coumarins,Coumarins
pos1587,Shikimates,Coumarins,Coumarins
pos1718,Shikimates,Coumarins,Coumarins
pos2062,Shikimates,Coumarins,Coumarins
pos2553,Shikimates,Coumarins,Coumarins
pos2919,Shikimates,Coumarins,Coumarins
pos3030,Shikimates,Coumarins,Coumarins
pos3767,Shikimates,Coumarins,Coumarins
pos3988,Shikimates,Coumarins,Coumarins
pos4082,Shikimates,Coumarins,Coumarins
pos4333,Shikimates,Coumarins,Coumarins
pos4525,Shikimates,Coumarins,Coumarins
pos4526,Shikimates,Coumarins,Coumarins
pos4630,Shikimates,Coumarins,Coumarins
pos5253,Shikimates,Coumarins,Coumarins
pos5276,Shikimates,Coumarins,Coumarins
pos5486,Shikimates,Coumarins,Coumarins
pos5537,Shikimates,Coumarins,Coumarins
pos5586,Shikimates,Coumarins,Coumarins
pos5727,Shikimates,Coumarins,Coumarins
pos6434,Shikimates,Coumarins,Coumarins
pos6452,Shikimates,Coumarins,Coumarins
pos6513,Shikimates,Coumarins,Coumarins
pos6546,Shikimates,Coumarins,Coumarins
pos6641,Shikimates,Coumarins,Coumarins
pos6787,Shikimates,Coumarins,Coumarins
pos7570,Shikimates,Coumarins,Coumarins
pos7704,Shikimates,Coumarins,Coumarins
pos7717,Shikimates,Coumarins,Coumarins
pos8277,Shikimates,Coumarins,Coumarins
pos8654,Shikimates,Coumarins,Coumarins
pos8967,Shikimates,Coumarins,Coumarins
pos958,Shikimates,Coumarins,Coumarins
pos6300,Shikimates,Coumarins,Coumarins 
neg10364,Polyketides,Depsides,Depsides and depsidones
neg10378,Polyketides,Depsides,Depsides and depsidones
neg10391,Polyketides,Depsides,Depsides and depsidones
neg10395,Polyketides,Depsides,Depsides and depsidones
neg10401,Polyketides,Depsides,Depsides and depsidones
neg10403,Polyketides,Depsides,Depsides and depsidones
neg1052,Polyketides,Depsides,Depsides and depsidones
neg10528,Polyketides,Depsides,Depsides and depsidones
neg10630,Polyketides,Depsides,Depsides and depsidones
neg11755,Polyketides,Depsides,Depsides and depsidones
neg11969,Polyketides,Depsides,Depsides and depsidones
neg13104,Polyketides,Depsides,Depsides and depsidones
neg14004,Polyketides,Depsides,Depsides and depsidones
neg14210,Polyketides,Depsides,Depsides and depsidones
neg14228,Polyketides,Depsides,Depsides and depsidones
neg14241,Polyketides,Depsides,Depsides and depsidones
neg14614,Polyketides,Depsides,Depsides and depsidones
neg14734,Polyketides,Depsides,Depsides and depsidones
neg14794,Polyketides,Depsides,Depsides and depsidones
neg15076,Polyketides,Depsides,Depsides and depsidones
neg15609,Polyketides,Depsides,Depsides and depsidones
neg15641,Polyketides,Depsides,Depsides and depsidones
neg15847,Polyketides,Depsides,Depsides and depsidones
neg17085,Polyketides,Depsides,Depsides and depsidones
neg17265,Polyketides,Depsides,Depsides and depsidones
neg17754,Polyketides,Depsides,Depsides and depsidones
neg17763,Polyketides,Depsides,Depsides and depsidones
neg19028,Polyketides,Depsides,Depsides and depsidones
neg20469,Polyketides,Depsides,Depsides and depsidones
neg20535,Polyketides,Depsides,Depsides and depsidones
neg2875,Polyketides,Depsides,Depsides and depsidones
neg3209,Polyketides,Depsides,Depsides and depsidones
neg3308,Polyketides,Depsides,Depsides and depsidones
neg396,Polyketides,Depsides,Depsides and depsidones
neg4402,Polyketides,Depsides,Depsides and depsidones
neg4413,Polyketides,Depsides,Depsides and depsidones
neg4585,Polyketides,Depsides,Depsides and depsidones
neg4644,Polyketides,Depsides,Depsides and depsidones
neg4878,Polyketides,Depsides,Depsides and depsidones
neg4927,Polyketides,Depsides,Depsides and depsidones
neg5155,Polyketides,Depsides,Depsides and depsidones
neg5173,Polyketides,Depsides,Depsides and depsidones
neg546,Polyketides,Depsides,Depsides and depsidones
neg7667,Polyketides,Depsides,Depsides and depsidones
neg7821,Polyketides,Depsides,Depsides and depsidones
neg8188,Polyketides,Depsides,Depsides and depsidones
neg8292,Polyketides,Depsides,Depsides and depsidones
neg8415,Polyketides,Depsides,Depsides and depsidones
neg8542,Polyketides,Depsides,Depsides and depsidones
neg862,Polyketides,Depsides,Depsides and depsidones
neg8643,Polyketides,Depsides,Depsides and depsidones
neg8720,Polyketides,Depsides,Depsides and depsidones
neg8795,Polyketides,Depsides,Depsides and depsidones
neg8840,Polyketides,Depsides,Depsides and depsidones
neg886,Polyketides,Depsides,Depsides and depsidones
neg8861,Polyketides,Depsides,Depsides and depsidones
neg8865,Polyketides,Depsides,Depsides and depsidones
neg888,Polyketides,Depsides,Depsides and depsidones
neg8918,Polyketides,Depsides,Depsides and depsidones
neg8921,Polyketides,Depsides,Depsides and depsidones
neg9122,Polyketides,Depsides,Depsides and depsidones
neg9136,Polyketides,Depsides,Depsides and depsidones
neg9157,Polyketides,Depsides,Depsides and depsidones
neg9352,Polyketides,Depsides,Depsides and depsidones
neg9420,Polyketides,Depsides,Depsides and depsidones
neg9522,Polyketides,Depsides,Depsides and depsidones
neg9531,Polyketides,Depsides,Depsides and depsidones
neg9595,Polyketides,Depsides,Depsides and depsidones
neg9609,Polyketides,Depsides,Depsides and depsidones
neg9611,Polyketides,Depsides,Depsides and depsidones
